# 2016-09-12
# trials=100
# n_list="[25,50]"
# N_mu_list="[1.0,10.0]"
# ngens=1
# burn_in=1.0
# slat_reps=100000
# popsize_multiplier=2.0
"acer_C","N_mu","N","n","homozyg","mean_w_homoz","mean_s_homoz","mean_s_prob","sp_t2err"
0.0,1.0,50,25,0.3333333333333333,0.3483840000000001,0.3748047297986589,0.4418004,0.0
0.0,1.0,100,50,0.3333333333333333,0.31753600000000004,0.3492968876229299,0.4377480000000001,0.0
0.0,10.0,50,25,0.047619047619047616,0.08969600000000001,0.062368978635866545,0.4169658,0.0
0.0,10.0,100,50,0.047619047619047616,0.06785599999999997,0.05816169320110573,0.3163931,0.0
-0.05,1.0,50,25,0.3333333333333333,0.33881600000000006,0.3684437314839995,0.4423249000000001,0.0
-0.05,1.0,100,50,0.3333333333333333,0.31741600000000003,0.34292123040860484,0.4330547,0.0
-0.05,10.0,50,25,0.047619047619047616,0.09523200000000001,0.06653579948376916,0.4549750000000002,0.0
-0.05,10.0,100,50,0.047619047619047616,0.06673600000000002,0.057391963599911354,0.3167135,0.0
